wilt 1
swift-footed 1
time 1
to 1
the 1
wide 1
world 1
and 1
all 1
her 1
fading 1
sweets 1
but 1
i 1
forbid 1
thee 1
one 1
most 1
heinous 1
crime 1
o 1
carve 1
not 1
with 1
thy 1
hours 1
my 1
love's 1
fair 1
brow 1
nor 1
draw 1
no 1
lines 1
there 1
with 1
thine 1
antique 1
pen 1
him 1
in 1
thy 1
course 1
untainted 1
do 1
allow 1
for 1
beauty's 1
pattern 1
to 1
succeeding 1
men 1
yet 1
do 1
thy 1
worst 1
old 1
time 1
despite 1
thy 1
wrong 1
my 1
love 1
shall 1
in 1
my 1
verse 1
ever 1
live 1
young 1
a 1
woman's 1
face 1
with 1
nature's 1
own 1
hand 1
painted 1
hast 1
thou 1
the 1
master 1
mistress 1
of 1
my 1
passion 1
a 1
woman's 1
gentle 1
heart 1
but 1
not 1
acquainted 1
with 1
shifting 1
change 1
as 1
is 1
false 1
women's 1
fashion 1
an 1
eye 1
more 1
bright 1
than 1
theirs 1
less 1
false 1
in 1
rolling 1
gilding 1
the 1
object 1
whereupon 1
it 1
gazeth 1
a 1
man 1
in 1
hue 1
all 1
hues 1
in 1
his 1
controlling 1
which 1
steals 1
men's 1
eyes 1
and 1
women's 1
souls 1
amazeth 1
and 1
for 1
a 1
woman 1
wert 1
thou 1
first 1
created 1
till 1
nature 1
as 1
she 1
wrought 1
thee 1
fell 1
a-doting 1
and 1
by 1
addition 1
me 1
of 1
thee 1
defeated 1
by 1
adding 1
one 1
thing 1
to 1
my 1
purpose 1
nothing 1
but 1
since 1
she 1
prick'd 1
thee 1
out 1
for 1
women's 1
pleasure 1
mine 1
be 1
thy 1
love 1
and 1
thy 1
love's 1
use 1
their 1
treasure 1
so 1
is 1
it 1
not 1
with 1
me 1
as 1
with 1
that 1
muse 1
stirred 1
by 1
a 1
painted 1
beauty 1
to 1
his 1
verse 1
who 1
heaven 1
itself 1
for 1
ornament 1
doth 1
use 1
and 1
every 1
fair 1
with 1
his 1
fair 1
doth 1
rehearse 1
making 1
a 1
couplement 1
of 1
proud 1
compare 1
with 1
sun 1
and 1
moon 1
with 1
earth 1
and 1
sea's 1
rich 1
gems 1
with 1
april's 1
first-born 1
flowers 1
and 1
all 1
things 1
rare 1
that 1
heaven's 1
air 1
in 1
this 1
huge 1
rondure 1
hems 1
o 1
let 1
me 1
true 1
in 1
love 1
but 1
truly 1
write 1
and 1
then 1
believe 1
me 1
my 1
love 1
is 1
as 1
fair 1
as 1
any 1
mother's 1
child 1
though 1
not 1
so 1
bright 1
as 1
those 1
gold 1
candles 1
fixed 1
in 1
heaven's 1
air 1
let 1
them 1
say 1
more 1
that 1
like 1
of 1
hearsay 1
well 1
i 1
will 1
not 1
praise 1
that 1
purpose 1
not 1
to 1
sell 1
my 1
glass 1
shall 1
not 1
persuade 1
me 1
i 1
am 1
old 1
so 1
long 1
as 1
youth 1
and 1
thou 1
are 1
of 1
one 1
date 1
but 1
when 1
in 1
thee 1
time's 1
furrows 1
i 1
behold 1
then 1
look 1
i 1
death 1
my 1
days 1
should 1
expiate 1
for 1
all 1
that 1
beauty 1
that 1
doth 1
cover 1
thee 1
is 1
but 1
the 1
seemly 1
raiment 1
of 1
my 1
heart 1
which 1
in 1
thy 1
breast 1
doth 1
live 1
as 1
thine 1
in 1
me 1
how 1
can 1
i 1
then 1
be 1
elder 1
than 1
thou 1
art 1
o 1
therefore 1
love 1
be 1
of 1
thyself 1
so 1
wary 1
as 1
i 1
not 1
for 1
myself 1
but 1
for 1
thee 1
will 1
bearing 1
thy 1
heart 1
which 1
i 1
will 1
keep 1
so 1
chary 1
as 1
tender 1
nurse 1
her 1
babe 1
from 1
faring 1
ill 1
presume 1
not 1
on 1
thy 1
heart 1
when 1
mine 1
is 1
slain 1
thou 1
gav'st 1
me 1
thine 1
not 1
to 1
give 1
back 1
again 1
as 1
an 1
unperfect 1
actor 1
on 1
the 1
stage 1
who 1
with 1
his 1
fear 1
is 1
put 1
beside 1
his 1
part 1
or 1
some 1
fierce 1
thing 1
replete 1
with 1
too 1
much 1
rage 1
whose 1
strength's 1
abundance 1
weakens 1
his 1
own 1
heart 1
so 1
i 1
for 1
fear 1
of 1
trust 1
forget 1
to 1
say 1
the 1
perfect 1
ceremony 1
of 1
love's 1
rite 1
and 1
in 1
mine 1
own 1
love's 1
strength 1
seem 1
to 1
decay 1
o'ercharged 1
with 1
burthen 1
of 1
mine 1
own 1
love's 1
might 1
o 1
let 1
my 1
looks 1
be 1
then 1
the 1
eloquence 1
and 1
dumb 1
presagers 1
of 1
my 1
speaking 1
breast 1
who 1
plead 1
for 1
love 1
and 1
look 1
for 1
recompense 1
more 1
than 1
that 1
tongue 1
that 1
more 1
hath 1
more 1
express'd 1
o 1
learn 1
to 1
read 1
what 1
silent 1
love 1
hath 1
writ 1
to 1
hear 1
with 1
eyes 1
belongs 1
to 1
love's 1
fine 1
wit 1
mine 1
eye 1
hath 1
played 1
the 1
painter 1
and 1
hath 1
steeled 1
thy 1
beauty's 1
form 1
in 1
table 1
of 1
my 1
heart 1
my 1
body 1
is 1
the 1
frame 1
wherein 1
'tis 1
held 1
and 1
perspective 1
that 1
is 1
best 1
painter's 1
art 1
for 1
through 1
the 1
painter 1
must 1
you 1
see 1
his 1
skill 1
to 1
find 1
where 1
your 1
true 1
image 1
pictured 1
lies 1
which 1
in 1
my 1
bosom's 1
shop 1
is 1
hanging 1
still 1
that 1
hath 1
his 1
windows 1
glazed 1
with 1
thine 1
eyes 1
now 1
see 1
what 1
good 1
turns 1
eyes 1
for 1
eyes 1
have 1
done 1
mine 1
eyes 1
have 1
drawn 1
thy 1
shape 1
and 1
thine 1
for 1
me 1
are 1
windows 1
to 1
my 1
breast 1
where-through 1
the 1
sun 1
delights 1
to 1
peep 1
to 1
gaze 1
therein 1
on 1
thee 1
yet 1
eyes 1
this 1
cunning 1
want 1
to 1
grace 1
their 1
art 1
they 1
draw 1
but 1
what 1
they 1
see 1
know 1
not 1
the 1
heart 1
let 1
those 1
who 1
are 1
in 1
favour 1
with 1
their 1
stars 1
of 1
public 1
honour 1
and 1
proud 1
titles 1
boast 1
whilst 1
i 1
whom 1
fortune 1
of 1
such 1
triumph 1
bars 1
unlook'd 1
for 1
joy 1
in 1
that 1
i 1
honour 1
most 1
great 1
princes' 1
favourites 1
their 1
fair 1
leaves 1
spread 1
but 1
as 1
the 1
marigold 1
at 1
the 1
sun's 1
eye 1
and 1
in 1
themselves 1
their 1
pride 1
lies 1
buried 1
for 1
at 1
a 1
frown 1
they 1
in 1
their 1
glory 1
die 1
the 1
painful 1
warrior 1
famoused 1
for 1
fight 1
after 1
a 1
thousand 1
victories 1
once 1
foiled 1
is 1
from 1
the 1
book 1
of 1
honour 1
razed 1
quite 1
and 1
all 1
the 1
rest 1
forgot 1
for 1
which 1
he 1
toiled 1
then 1
happy 1
i 1
that 1
love 1
and 1
am 1
beloved 1
where 1
i 1
may 1
not 1
remove 1
nor 1
be 1
removed 1
lord 1
of 1
my 1
love 1
to 1
whom 1
in 1
vassalage 1
thy 1
merit 1
hath 1
my 1
duty 1
strongly 1
knit 1
to 1
thee 1
i 1
send 1
this 1
written 1
embassage 1
to 1
witness 1
duty 1
not 1
to 1
show 1
my 1
wit 1
duty 1
so 1
great 1
which 1
wit 1
so 1
poor 1
as 1
mine 1
may 1
make 1
seem 1
bare 1
in 1
wanting 1
words 1
to 1
show 1
it 1
but 1
that 1
i 1
hope 1
some 1
good 1
conceit 1
of 1
thine 1
in 1
thy 1
soul's 1
thought 1
all 1
naked 1
will 1
bestow 1
it 1
till 1
whatsoever 1
star 1
that 1
guides 1
my 1
moving 1
points 1
on 1
me 1
graciously 1
with 1
fair 1
aspect 1
and 1
puts 1
apparel 1
on 1
my 1
tottered 1
loving 1
to 1
show 1
me 1
worthy 1
of 1
thy 1
sweet 1
respect 1
then 1
may 1
i 1
dare 1
to 1
boast 1
how 1
i 1
do 1
love 1
thee 1
till 1
then 1
not 1
show 1
my 1
head 1
where 1
thou 1
mayst 1
prove 1
me 1
weary 1
with 1
toil 1
i 1
haste 1
me 1
to 1
my 1
bed 1
the 1
dear 1
repose 1
for 1
limbs 1
with 1
travel 1
tired 1
but 1
then 1
begins 1
a 1
journey 1
in 1
my 1
head 1
to 1
work 1
my 1
mind 1
when 1
body's 1
work's 1
expired 1
for 1
then 1
my 1
thoughts--from 1
far 1
where 1
i 1
abide-- 1
intend 1
a 1
zealous 1
pilgrimage 1
to 1
thee 1
and 1
keep 1
my 1
drooping 1
eyelids 1
open 1
wide 1
looking 1
on 1
darkness 1
which 1
the 1
blind 1
do 1
see 1
